Year	Segment	Category	Sub-Category	Sales	Profit
2016	Corporate	Furniture	Chairs	801.57	50.10
2016	Corporate	Office Supplies	Binders	2.38	-1.90
2016	Corporate	Office Supplies	Paper	32.79	11.89
2016	Consumer	Office Supplies	Binders	3.28	-2.63
2016	Corporate	Technology	Copiers	839.99	70.00
2016	Corporate	Furniture	Tables	"2,275.50"	386.84
2016	Corporate	Technology	Accessories	"1,979.70"	653.30
2016	Corporate	Office Supplies	Labels	62.10	29.81
2016	Consumer	Office Supplies	Appliances	123.92	9.29
2016	Home Office	Office Supplies	Paper	38.88	18.66
2016	Home Office	Office Supplies	Appliances	364.74	109.42
2016	Home Office	Furniture	Furnishings	47.40	21.33
2016	Home Office	Office Supplies	Storage	49.76	13.93
2016	Home Office	Office Supplies	Art	5.56	1.45
2016	Home Office	Office Supplies	Paper	629.10	301.97
2016	Home Office	Office Supplies	Art	14.70	3.97
2016	Home Office	Office Supplies	Paper	45.36	21.77
2016	Home Office	Technology	Phones	125.99	35.28
2016	Corporate	Furniture	Furnishings	167.84	11.75
2016	Corporate	Office Supplies	Envelopes	26.55	12.74
2016	Corporate	Technology	Accessories	111.98	26.88
2016	Consumer	Technology	Phones	79.96	8.00
2016	Consumer	Technology	Accessories	223.96	11.20
2016	Consumer	Furniture	Furnishings	32.06	-12.83
2016	Consumer	Office Supplies	Paper	18.50	6.70
2016	Consumer	Furniture	Chairs	191.08	-38.22
2016	Consumer	Office Supplies	Paper	10.37	3.63
2016	Consumer	Office Supplies	Binders	7.15	2.32
2016	Consumer	Technology	Phones	179.70	88.05
2016	Corporate	Office Supplies	Storage	64.78	-12.96
2016	Corporate	Office Supplies	Paper	30.18	13.88
2016	Corporate	Office Supplies	Binders	51.65	18.72
2016	Corporate	Office Supplies	Binders	11.23	3.93
2016	Corporate	Furniture	Tables	71.09	-1.78
2016	Consumer	Office Supplies	Paper	75.88	35.66
2016	Consumer	Office Supplies	Paper	25.92	9.40
2016	Consumer	Furniture	Furnishings	419.68	-356.73
2016	Consumer	Furniture	Furnishings	11.69	-4.68
2016	Consumer	Technology	Phones	31.98	11.19
2016	Consumer	Furniture	Tables	177.23	-120.51
2016	Consumer	Furniture	Furnishings	4.04	-2.83
2016	Consumer	Office Supplies	Art	7.41	1.20
2016	Consumer	Office Supplies	Paper	14.94	7.02
2016	Consumer	Technology	Machines	"1,349.85"	364.46
2016	Consumer	Furniture	Bookcases	136.78	5.13
2016	Consumer	Furniture	Furnishings	61.12	20.78
2016	Home Office	Office Supplies	Storage	124.61	-23.36
2016	Home Office	Office Supplies	Labels	7.56	2.65
2016	Consumer	Office Supplies	Storage	360.38	93.70
2016	Consumer	Office Supplies	Art	11.16	2.79
2016	Consumer	Office Supplies	Labels	14.94	6.87
2016	Consumer	Office Supplies	Binders	21.55	7.00
2016	Consumer	Office Supplies	Appliances	58.24	15.72
2016	Corporate	Office Supplies	Supplies	61.38	15.96
2016	Consumer	Technology	Phones	328.22	28.72
2016	Consumer	Office Supplies	Storage	714.30	207.15
2016	Corporate	Office Supplies	Paper	105.52	48.54
2016	Consumer	Technology	Accessories	179.94	75.57
2016	Consumer	Technology	Accessories	26.85	5.10
2016	Consumer	Technology	Accessories	323.37	129.35
2016	Consumer	Office Supplies	Paper	59.94	28.17
2016	Consumer	Office Supplies	Binders	64.14	30.79
2016	Consumer	Office Supplies	Binders	11.67	5.60
2016	Consumer	Office Supplies	Paper	12.96	6.22
2016	Home Office	Office Supplies	Labels	22.05	10.58
2016	Home Office	Office Supplies	Paper	99.90	46.95
2016	Home Office	Technology	Phones	"3,023.93"	226.79
2016	Home Office	Technology	Accessories	26.96	3.77
2016	Home Office	Technology	Phones	477.60	161.19
2016	Consumer	Furniture	Furnishings	466.32	34.97
2016	Consumer	Furniture	Furnishings	82.64	0.00
2016	Home Office	Office Supplies	Paper	32.40	15.55
2016	Home Office	Office Supplies	Binders	4.78	1.55
2016	Home Office	Office Supplies	Paper	4.73	2.32
2016	Home Office	Office Supplies	Fasteners	9.65	3.50
2016	Consumer	Technology	Phones	177.48	19.97
2016	Consumer	Technology	Machines	695.70	-27.83
2016	Consumer	Furniture	Chairs	122.35	13.76
2016	Home Office	Furniture	Tables	692.94	173.24
2016	Consumer	Office Supplies	Labels	20.70	9.94
2016	Consumer	Furniture	Tables	"1,335.68"	-217.05
2016	Consumer	Office Supplies	Paper	32.40	15.55
2016	Consumer	Office Supplies	Labels	23.62	7.97
2016	Corporate	Office Supplies	Binders	1.34	-2.15
2016	Corporate	Office Supplies	Binders	8.27	-13.65
2016	Corporate	Furniture	Furnishings	12.54	-9.09
2016	Consumer	Technology	Accessories	239.97	71.99
2016	Consumer	Office Supplies	Labels	14.62	6.87
2016	Consumer	Office Supplies	Binders	53.98	17.54
2016	Consumer	Technology	Accessories	389.97	132.59
2016	Consumer	Furniture	Tables	902.71	33.85
2016	Corporate	Office Supplies	Labels	14.62	6.87
2016	Corporate	Office Supplies	Appliances	208.16	56.20
2016	Corporate	Office Supplies	Binders	16.74	8.04
2016	Consumer	Furniture	Furnishings	47.04	18.35
2016	Consumer	Office Supplies	Binders	30.84	13.88
2016	Consumer	Office Supplies	Storage	226.56	63.44
2016	Consumer	Office Supplies	Envelopes	115.02	51.76
2016	Consumer	Technology	Phones	68.04	19.73
2016	Home Office	Technology	Machines	"1,007.98"	43.20
2016	Home Office	Office Supplies	Paper	313.49	113.64
2016	Consumer	Office Supplies	Paper	23.12	8.38
2016	Consumer	Office Supplies	Paper	92.94	41.82
2016	Consumer	Office Supplies	Appliances	52.56	18.40
2016	Corporate	Office Supplies	Paper	185.88	83.65
2016	Corporate	Office Supplies	Paper	12.96	6.22
2016	Home Office	Office Supplies	Appliances	64.38	-160.96
2016	Home Office	Furniture	Furnishings	6.98	-4.54
2016	Home Office	Office Supplies	Art	11.26	3.94
2016	Home Office	Office Supplies	Paper	15.55	5.64
2016	Home Office	Furniture	Chairs	379.37	-119.23
2016	Home Office	Office Supplies	Storage	67.54	6.75
2016	Home Office	Office Supplies	Binders	1.52	-2.67
2016	Home Office	Technology	Phones	377.97	94.49
2016	Consumer	Office Supplies	Labels	18.90	8.69
2016	Consumer	Office Supplies	Binders	33.57	11.75
2016	Home Office	Office Supplies	Art	7.04	2.04
2016	Home Office	Furniture	Furnishings	8.73	4.10
2016	Home Office	Technology	Accessories	29.29	9.67
2016	Home Office	Office Supplies	Art	8.64	2.51
2016	Home Office	Furniture	Bookcases	599.17	35.25
2016	Corporate	Furniture	Tables	"1,293.49"	80.84
2016	Corporate	Furniture	Tables	337.18	-118.01
2016	Consumer	Office Supplies	Binders	39.94	-26.62
2016	Consumer	Technology	Accessories	18.46	2.31
2016	Corporate	Furniture	Tables	"1,115.17"	334.55
2016	Consumer	Office Supplies	Paper	173.49	54.22
2016	Consumer	Office Supplies	Paper	46.35	21.78
2016	Home Office	Technology	Machines	91.48	-1.83
2016	Consumer	Office Supplies	Labels	9.45	4.54
2016	Consumer	Office Supplies	Storage	208.56	52.14
2016	Consumer	Office Supplies	Paper	32.40	15.55
2016	Consumer	Furniture	Chairs	319.41	7.10
2016	Consumer	Office Supplies	Paper	14.56	6.99
2016	Consumer	Technology	Accessories	30.00	3.30
2016	Consumer	Office Supplies	Binders	48.48	16.36
2016	Consumer	Office Supplies	Art	1.68	0.84
2016	Consumer	Office Supplies	Paper	111.96	54.86
2016	Consumer	Office Supplies	Storage	40.74	0.41
2016	Consumer	Furniture	Bookcases	239.67	14.10
2016	Consumer	Office Supplies	Labels	22.50	10.80
2016	Consumer	Office Supplies	Paper	219.84	107.72
2016	Consumer	Furniture	Furnishings	266.35	-13.32
2016	Consumer	Furniture	Chairs	483.14	54.35
2016	Corporate	Office Supplies	Binders	7.96	3.74
2016	Corporate	Technology	Phones	566.97	153.08
2016	Corporate	Office Supplies	Art	9.84	2.85
2016	Corporate	Furniture	Tables	376.87	-213.56
2016	Consumer	Office Supplies	Paper	76.86	26.90
2016	Corporate	Office Supplies	Paper	6.85	2.14
2016	Corporate	Office Supplies	Binders	4.63	-3.86
2016	Corporate	Office Supplies	Appliances	453.60	90.72
2016	Corporate	Office Supplies	Paper	17.12	8.05
2016	Consumer	Technology	Accessories	45.00	4.95
2016	Consumer	Technology	Phones	21.80	6.10
2016	Corporate	Office Supplies	Art	5.16	1.34
2016	Corporate	Office Supplies	Paper	38.88	18.66
2016	Home Office	Office Supplies	Paper	45.06	15.21
2016	Home Office	Office Supplies	Binders	29.72	-21.79
2016	Home Office	Office Supplies	Paper	15.55	5.44
2016	Home Office	Office Supplies	Appliances	447.70	33.58
2016	Consumer	Office Supplies	Paper	46.76	22.44
2016	Consumer	Office Supplies	Binders	17.71	6.42
2016	Consumer	Office Supplies	Appliances	21.78	5.66
2016	Consumer	Office Supplies	Storage	161.94	9.72
2016	Consumer	Furniture	Chairs	161.57	-8.08
2016	Corporate	Technology	Accessories	95.97	26.39
2016	Corporate	Office Supplies	Paper	10.37	3.63
2016	Corporate	Technology	Accessories	6.90	0.55
2016	Corporate	Furniture	Furnishings	57.69	23.65
2016	Consumer	Office Supplies	Binders	36.56	12.80
2016	Consumer	Office Supplies	Binders	186.14	60.50
2016	Consumer	Furniture	Bookcases	353.57	-44.20
2016	Corporate	Office Supplies	Binders	0.84	-1.34
2016	Consumer	Office Supplies	Labels	122.12	56.18
2016	Consumer	Office Supplies	Labels	18.45	8.67
2016	Consumer	Office Supplies	Storage	324.90	38.99
2016	Consumer	Office Supplies	Paper	146.73	68.96
2016	Consumer	Office Supplies	Fasteners	3.96	1.47
2016	Consumer	Office Supplies	Supplies	835.17	16.70
2016	Consumer	Office Supplies	Storage	93.68	25.29
2016	Consumer	Office Supplies	Labels	21.93	10.31
2016	Consumer	Technology	Phones	862.34	97.01
2016	Consumer	Office Supplies	Paper	19.98	9.39
2016	Consumer	Office Supplies	Labels	25.83	12.14
2016	Consumer	Technology	Phones	38.24	-9.56
2016	Consumer	Technology	Phones	440.91	123.45
2016	Corporate	Office Supplies	Appliances	8.71	-19.60
2016	Consumer	Technology	Machines	"4,476.80"	503.64
2016	Consumer	Office Supplies	Paper	104.85	50.33
2016	Consumer	Office Supplies	Appliances	241.44	72.43
2016	Corporate	Furniture	Chairs	422.06	-18.09
2016	Corporate	Office Supplies	Binders	38.09	-27.93
2016	Corporate	Office Supplies	Storage	254.35	-50.87
2016	Consumer	Office Supplies	Appliances	60.81	17.03
2016	Consumer	Furniture	Chairs	85.25	-6.09
2016	Consumer	Furniture	Furnishings	32.71	-26.17
2016	Corporate	Office Supplies	Art	14.70	6.62
2016	Corporate	Office Supplies	Storage	704.25	84.51
2016	Consumer	Office Supplies	Storage	14.90	1.04
2016	Home Office	Technology	Accessories	13.62	3.57
2016	Consumer	Furniture	Furnishings	22.14	6.42
2016	Corporate	Office Supplies	Art	5.30	0.46
2016	Home Office	Office Supplies	Paper	368.91	180.77
2016	Home Office	Office Supplies	Binders	8.02	3.77
2016	Home Office	Office Supplies	Storage	171.04	44.47
2016	Corporate	Office Supplies	Supplies	231.72	11.59
2016	Corporate	Office Supplies	Fasteners	17.90	8.95
2016	Corporate	Office Supplies	Paper	12.48	5.62
2016	Corporate	Technology	Accessories	20.97	9.02
2016	Corporate	Technology	Accessories	139.96	9.80
2016	Corporate	Furniture	Furnishings	37.74	12.83
2016	Consumer	Technology	Phones	135.95	39.43
2016	Corporate	Office Supplies	Paper	37.46	12.18
2016	Corporate	Furniture	Chairs	539.66	-7.71
2016	Consumer	Technology	Phones	201.58	12.60
2016	Consumer	Technology	Phones	359.98	36.00
2016	Corporate	Office Supplies	Binders	7.75	2.81
2016	Corporate	Office Supplies	Binders	33.57	11.75
2016	Consumer	Furniture	Chairs	121.96	20.73
2016	Consumer	Office Supplies	Appliances	8.74	2.27
2016	Consumer	Office Supplies	Paper	61.96	27.88
2016	Consumer	Office Supplies	Binders	7.96	3.74
2016	Consumer	Office Supplies	Appliances	275.24	121.11
2016	Consumer	Office Supplies	Storage	191.88	19.19
2016	Consumer	Office Supplies	Art	35.97	9.71
2016	Consumer	Furniture	Bookcases	"1,266.86"	291.38
2016	Home Office	Technology	Accessories	50.12	-0.63
2016	Consumer	Office Supplies	Binders	14.20	6.53
2016	Consumer	Office Supplies	Paper	12.96	6.22
2016	Consumer	Office Supplies	Binders	58.34	28.00
2016	Home Office	Technology	Copiers	"1,499.95"	449.99
2016	Home Office	Office Supplies	Labels	30.53	14.04
2016	Home Office	Technology	Accessories	30.84	6.17
2016	Home Office	Office Supplies	Paper	75.06	33.78
2016	Home Office	Office Supplies	Binders	2.50	0.90
2016	Corporate	Furniture	Chairs	195.18	19.52
2016	Consumer	Office Supplies	Art	7.70	3.16
2016	Corporate	Furniture	Chairs	528.43	0.00
2016	Corporate	Office Supplies	Paper	41.47	14.52
2016	Consumer	Office Supplies	Paper	12.96	6.22
2016	Consumer	Office Supplies	Fasteners	3.96	0.08
2016	Corporate	Office Supplies	Appliances	706.86	197.92
2016	Corporate	Office Supplies	Paper	123.92	38.73
2016	Consumer	Furniture	Furnishings	25.40	8.64
2016	Consumer	Office Supplies	Envelopes	43.96	20.66
2016	Consumer	Furniture	Bookcases	"1,279.17"	225.74
2016	Consumer	Office Supplies	Storage	27.92	0.56
2016	Home Office	Furniture	Furnishings	25.40	8.64
2016	Home Office	Technology	Phones	177.48	19.97
2016	Home Office	Technology	Phones	71.98	9.00
2016	Corporate	Office Supplies	Supplies	45.58	5.13
2016	Consumer	Furniture	Furnishings	215.65	73.32
2016	Corporate	Furniture	Furnishings	60.29	-27.13
2016	Corporate	Office Supplies	Fasteners	2.63	0.82
2016	Corporate	Office Supplies	Paper	23.69	7.70
2016	Corporate	Furniture	Chairs	253.37	-14.48
2016	Consumer	Furniture	Chairs	287.97	-3.60
2016	Consumer	Technology	Copiers	"2,799.96"	944.99
2016	Consumer	Office Supplies	Paper	48.94	24.47
2016	Home Office	Office Supplies	Labels	10.08	3.28
2016	Home Office	Technology	Phones	59.99	-13.00
2016	Home Office	Office Supplies	Binders	5.72	-4.76
2016	Home Office	Office Supplies	Binders	9.42	-7.85
2016	Consumer	Office Supplies	Paper	12.96	6.22
2016	Consumer	Office Supplies	Art	45.98	12.87
2016	Corporate	Technology	Phones	863.64	107.96
2016	Corporate	Office Supplies	Art	47.62	3.57
2016	Consumer	Office Supplies	Binders	19.97	-13.31
2016	Consumer	Office Supplies	Storage	33.49	-1.26
2016	Consumer	Office Supplies	Binders	8.74	-6.12
2016	Consumer	Furniture	Chairs	662.88	74.57
2016	Consumer	Technology	Phones	107.98	9.45
2016	Consumer	Office Supplies	Binders	19.30	6.03
2016	Consumer	Technology	Phones	823.96	51.50
2016	Consumer	Office Supplies	Paper	15.98	5.00
2016	Corporate	Office Supplies	Paper	12.96	6.22
2016	Corporate	Furniture	Chairs	408.01	72.53
2016	Corporate	Furniture	Furnishings	165.28	14.88
2016	Consumer	Office Supplies	Storage	16.77	1.47
2016	Consumer	Office Supplies	Storage	338.04	-33.80
2016	Consumer	Office Supplies	Art	154.24	17.35
2016	Home Office	Office Supplies	Binders	44.86	-35.88
2016	Corporate	Technology	Machines	341.99	-319.19
2016	Corporate	Technology	Phones	95.76	7.18
2016	Corporate	Technology	Phones	380.86	38.09
2016	Consumer	Office Supplies	Supplies	11.63	1.02
2016	Corporate	Office Supplies	Storage	11.21	3.36
2016	Corporate	Office Supplies	Binders	9.14	3.20
2016	Corporate	Office Supplies	Fasteners	14.07	6.89
2016	Corporate	Office Supplies	Art	41.86	10.47
2016	Corporate	Office Supplies	Binders	8.54	2.88
2016	Corporate	Furniture	Bookcases	579.14	21.72
2016	Consumer	Technology	Phones	419.94	52.49
2016	Corporate	Office Supplies	Binders	14.16	5.13
2016	Consumer	Technology	Accessories	29.00	7.25
2016	Consumer	Office Supplies	Fasteners	29.61	13.32
2016	Consumer	Office Supplies	Paper	219.84	79.69
2016	Consumer	Office Supplies	Binders	36.40	17.11
2016	Consumer	Furniture	Furnishings	51.75	15.53
2016	Consumer	Technology	Phones	110.38	12.42
2016	Consumer	Office Supplies	Appliances	151.62	50.03
2016	Consumer	Furniture	Furnishings	30.80	10.16
2016	Home Office	Office Supplies	Supplies	44.40	12.43
2016	Corporate	Furniture	Chairs	230.28	23.03
2016	Corporate	Office Supplies	Paper	105.52	34.29
2016	Corporate	Office Supplies	Storage	37.22	3.72
2016	Corporate	Office Supplies	Paper	20.02	6.26
2016	Consumer	Technology	Phones	143.98	-28.80
2016	Consumer	Technology	Phones	494.38	-115.35
2016	Consumer	Office Supplies	Supplies	5.84	0.73
2016	Corporate	Furniture	Furnishings	9.55	-3.82
2016	Corporate	Office Supplies	Envelopes	10.20	4.79
2016	Corporate	Office Supplies	Art	22.32	5.58
2016	Corporate	Office Supplies	Binders	24.10	11.09
2016	Corporate	Technology	Accessories	75.98	18.24
2016	Corporate	Office Supplies	Binders	6.46	3.17
2016	Corporate	Office Supplies	Paper	60.12	28.86
2016	Corporate	Office Supplies	Storage	77.88	3.89
2016	Corporate	Office Supplies	Appliances	162.64	45.54
2016	Corporate	Technology	Phones	597.00	280.59
2016	Corporate	Office Supplies	Paper	55.48	26.63
2016	Consumer	Office Supplies	Paper	21.93	10.09
2016	Consumer	Office Supplies	Storage	242.94	4.86
2016	Consumer	Office Supplies	Paper	7.64	3.74
2016	Consumer	Office Supplies	Paper	51.84	25.40
2016	Consumer	Office Supplies	Storage	265.17	47.73
2016	Consumer	Furniture	Furnishings	12.42	4.47
2016	Consumer	Technology	Accessories	428.40	89.96
2016	Consumer	Furniture	Furnishings	24.75	10.89
2016	Consumer	Office Supplies	Labels	87.71	41.22
2016	Consumer	Office Supplies	Storage	69.52	17.38
2016	Consumer	Technology	Phones	20.78	-4.68
2016	Consumer	Office Supplies	Binders	12.82	4.17
2016	Consumer	Office Supplies	Appliances	45.96	13.79
2016	Corporate	Furniture	Chairs	544.01	40.80
2016	Corporate	Office Supplies	Binders	1.87	-1.44
2016	Corporate	Furniture	Chairs	854.35	10.68
2016	Corporate	Office Supplies	Storage	593.57	0.00
2016	Corporate	Office Supplies	Storage	338.04	-33.80
2016	Corporate	Furniture	Chairs	140.81	39.43
2016	Corporate	Office Supplies	Supplies	33.80	4.23
2016	Consumer	Technology	Accessories	15.58	3.31
2016	Consumer	Technology	Phones	55.99	3.50
2016	Home Office	Office Supplies	Art	11.26	1.27
2016	Home Office	Office Supplies	Storage	284.08	24.86
2016	Home Office	Office Supplies	Paper	18.50	6.70
2016	Consumer	Furniture	Furnishings	185.58	76.09
2016	Consumer	Office Supplies	Binders	77.56	35.68
2016	Consumer	Office Supplies	Storage	87.92	0.88
2016	Consumer	Office Supplies	Paper	245.94	120.51
2016	Consumer	Office Supplies	Binders	8.60	4.04
2016	Consumer	Furniture	Bookcases	504.90	126.23
2016	Home Office	Technology	Phones	35.98	4.50
2016	Home Office	Technology	Accessories	389.97	132.59
2016	Consumer	Technology	Phones	89.95	43.18
2016	Corporate	Office Supplies	Binders	1.94	-1.29
2016	Corporate	Office Supplies	Art	18.66	1.40
2016	Corporate	Office Supplies	Binders	11.09	-8.13
2016	Corporate	Office Supplies	Storage	66.69	4.17
2016	Corporate	Office Supplies	Storage	99.49	8.71
2016	Consumer	Office Supplies	Labels	6.26	2.04
2016	Consumer	Furniture	Chairs	363.92	0.00
2016	Corporate	Office Supplies	Envelopes	419.90	197.35
2016	Corporate	Office Supplies	Labels	3.15	1.51
2016	Corporate	Office Supplies	Labels	6.30	3.02
2016	Consumer	Office Supplies	Art	4.16	0.36
2016	Consumer	Furniture	Furnishings	11.65	3.35
2016	Consumer	Technology	Accessories	109.95	36.28
2016	Consumer	Office Supplies	Storage	965.85	135.22
2016	Consumer	Office Supplies	Art	29.20	10.51
2016	Consumer	Office Supplies	Paper	32.40	15.55
2016	Home Office	Office Supplies	Supplies	86.20	25.00
2016	Corporate	Office Supplies	Appliances	37.68	10.55
2016	Corporate	Office Supplies	Paper	51.84	24.88
2016	Corporate	Furniture	Furnishings	27.42	9.32
2016	Corporate	Office Supplies	Binders	5.40	2.59
2016	Corporate	Office Supplies	Art	35.22	2.64
2016	Corporate	Office Supplies	Appliances	23.70	6.52
2016	Corporate	Technology	Machines	265.48	-111.50
2016	Home Office	Office Supplies	Binders	11.42	-18.84
2016	Consumer	Office Supplies	Art	4.45	0.33
2016	Consumer	Office Supplies	Paper	5.18	1.81
2016	Consumer	Office Supplies	Art	175.92	15.39
2016	Consumer	Office Supplies	Binders	4.75	-8.32
2016	Consumer	Office Supplies	Supplies	13.34	1.00
2016	Consumer	Technology	Phones	115.14	11.51
2016	Corporate	Furniture	Chairs	253.76	31.02
2016	Consumer	Office Supplies	Art	73.20	21.23
2016	Consumer	Office Supplies	Binders	119.62	40.37
2016	Consumer	Furniture	Furnishings	255.76	81.84
2016	Consumer	Furniture	Chairs	241.57	18.12
2016	Consumer	Furniture	Furnishings	69.30	22.87
2016	Consumer	Technology	Copiers	"1,439.98"	192.00
2016	Consumer	Office Supplies	Fasteners	21.48	10.74
2016	Corporate	Office Supplies	Appliances	243.88	27.44
2016	Corporate	Office Supplies	Labels	15.71	5.70
2016	Consumer	Office Supplies	Storage	7.89	0.32
2016	Consumer	Office Supplies	Paper	65.50	32.10
2016	Consumer	Furniture	Tables	"2,430.08"	388.81
2016	Home Office	Office Supplies	Binders	10.44	4.80
2016	Home Office	Office Supplies	Envelopes	20.94	7.07
2016	Home Office	Office Supplies	Art	37.17	11.15
2016	Corporate	Office Supplies	Paper	20.62	9.69
2016	Corporate	Technology	Accessories	124.25	48.46
2016	Corporate	Technology	Phones	297.55	83.31
2016	Corporate	Furniture	Chairs	403.56	96.85
2016	Corporate	Furniture	Furnishings	95.20	27.61
2016	Home Office	Office Supplies	Fasteners	20.44	9.20
2016	Home Office	Office Supplies	Paper	109.92	53.86
2016	Consumer	Office Supplies	Labels	18.90	8.69
2016	Consumer	Furniture	Bookcases	177.45	-78.08
2016	Consumer	Office Supplies	Binders	"1,369.76"	-913.18
2016	Consumer	Office Supplies	Appliances	9.48	0.71
2016	Home Office	Furniture	Furnishings	24.70	-9.88
2016	Home Office	Furniture	Furnishings	302.72	-378.40
2016	Corporate	Office Supplies	Storage	84.78	-16.96
2016	Consumer	Office Supplies	Binders	2.21	-1.48
2016	Consumer	Office Supplies	Storage	704.76	26.43
2016	Consumer	Office Supplies	Binders	27.40	-20.09
2016	Home Office	Office Supplies	Binders	9.26	-13.90
2016	Consumer	Office Supplies	Labels	9.25	3.12
2016	Consumer	Office Supplies	Storage	"1,036.62"	51.83
2016	Corporate	Office Supplies	Appliances	715.64	178.91
2016	Consumer	Office Supplies	Appliances	283.14	72.36
2016	Consumer	Technology	Phones	635.96	165.35
2016	Consumer	Technology	Phones	118.99	33.32
2016	Consumer	Furniture	Furnishings	272.94	30.02
2016	Corporate	Furniture	Tables	863.13	-32.37
2016	Corporate	Office Supplies	Paper	19.65	6.63
2016	Corporate	Technology	Phones	"1,039.73"	90.98
2016	Corporate	Office Supplies	Appliances	45.96	13.79
2016	Consumer	Furniture	Furnishings	19.31	3.14
2016	Corporate	Furniture	Tables	136.46	15.35
2016	Corporate	Technology	Phones	333.58	33.36
2016	Corporate	Office Supplies	Binders	12.54	4.70
2016	Consumer	Office Supplies	Envelopes	81.54	38.32
2016	Consumer	Technology	Accessories	167.28	23.42
2016	Home Office	Office Supplies	Supplies	35.06	10.52
2016	Home Office	Office Supplies	Labels	4.13	1.90
2016	Home Office	Furniture	Furnishings	109.80	46.12
2016	Home Office	Office Supplies	Labels	9.82	4.81
2016	Consumer	Office Supplies	Binders	3.98	-6.57
2016	Corporate	Technology	Phones	302.38	30.24
2016	Corporate	Office Supplies	Binders	20.95	7.07
2016	Corporate	Office Supplies	Binders	11.78	3.98
2016	Corporate	Office Supplies	Art	197.05	59.12
2016	Corporate	Office Supplies	Paper	70.88	33.31
2016	Consumer	Technology	Phones	211.17	18.48
2016	Consumer	Office Supplies	Art	38.34	15.72
2016	Corporate	Technology	Accessories	179.97	86.39
2016	Consumer	Office Supplies	Fasteners	11.17	3.63
2016	Consumer	Office Supplies	Paper	53.95	17.53
2016	Home Office	Office Supplies	Fasteners	23.34	0.23
2016	Home Office	Furniture	Tables	513.02	12.83
2016	Home Office	Office Supplies	Appliances	487.92	136.62
2016	Home Office	Office Supplies	Binders	15.24	5.33
2016	Consumer	Office Supplies	Paper	10.56	4.75
2016	Consumer	Office Supplies	Paper	30.82	9.63
2016	Consumer	Technology	Phones	44.78	4.48
2016	Consumer	Office Supplies	Appliances	569.54	64.07
2016	Home Office	Office Supplies	Binders	4.34	-3.04
2016	Home Office	Office Supplies	Binders	11.88	-7.92
2016	Home Office	Office Supplies	Paper	32.40	15.55
2016	Home Office	Office Supplies	Binders	41.86	19.26
2016	Home Office	Office Supplies	Binders	77.56	35.68
2016	Consumer	Office Supplies	Paper	6.48	3.11
2016	Consumer	Technology	Accessories	"1,399.94"	52.50
2016	Home Office	Furniture	Chairs	145.76	-8.10
2016	Corporate	Furniture	Tables	562.29	-255.59
2016	Consumer	Furniture	Tables	209.15	-66.23
2016	Consumer	Office Supplies	Storage	"1,591.02"	286.38
2016	Home Office	Office Supplies	Art	37.31	2.80
2016	Consumer	Office Supplies	Binders	11.23	-8.24
2016	Consumer	Office Supplies	Paper	10.27	3.21
2016	Corporate	Furniture	Bookcases	241.96	24.20
2016	Corporate	Office Supplies	Binders	8.52	4.17
2016	Consumer	Office Supplies	Appliances	17.34	4.68
2016	Consumer	Technology	Accessories	71.98	15.12
2016	Consumer	Office Supplies	Binders	22.32	10.71
2016	Consumer	Office Supplies	Labels	103.60	51.80
2016	Consumer	Office Supplies	Supplies	185.38	-34.76
2016	Consumer	Office Supplies	Appliances	58.92	-153.20
2016	Consumer	Office Supplies	Paper	15.54	7.61
2016	Consumer	Technology	Machines	105.55	35.62
2016	Consumer	Office Supplies	Paper	15.55	5.44
2016	Corporate	Technology	Phones	259.90	-56.31
2016	Corporate	Technology	Phones	247.19	-49.44
2016	Corporate	Technology	Accessories	279.96	48.99
2016	Consumer	Office Supplies	Binders	18.88	-13.85
2016	Consumer	Office Supplies	Appliances	122.33	12.23
2016	Corporate	Technology	Phones	71.98	7.20
2016	Corporate	Office Supplies	Labels	3.15	1.51
2016	Consumer	Technology	Phones	705.54	70.55
2016	Consumer	Furniture	Chairs	225.30	22.53
2016	Consumer	Furniture	Furnishings	312.03	43.68
2016	Consumer	Office Supplies	Storage	17.94	3.05
2016	Consumer	Technology	Phones	165.60	10.35
2016	Consumer	Office Supplies	Paper	37.52	18.01
2016	Consumer	Office Supplies	Envelopes	10.86	5.10
2016	Corporate	Furniture	Tables	161.28	12.10
2016	Consumer	Office Supplies	Paper	32.40	15.55
2016	Consumer	Office Supplies	Binders	15.71	5.70
2016	Corporate	Office Supplies	Appliances	355.32	99.49
2016	Corporate	Technology	Phones	39.99	11.60
2016	Consumer	Office Supplies	Binders	2.07	-3.41
2016	Consumer	Office Supplies	Paper	83.84	30.39
2016	Home Office	Furniture	Furnishings	9.55	-3.82
2016	Home Office	Furniture	Furnishings	5.34	-2.14
2016	Consumer	Office Supplies	Binders	146.69	55.01
2016	Consumer	Office Supplies	Binders	276.78	89.95
2016	Consumer	Office Supplies	Binders	25.32	9.18
2016	Home Office	Technology	Phones	14.78	3.99
2016	Home Office	Office Supplies	Labels	9.22	3.34
2016	Home Office	Office Supplies	Supplies	28.05	3.51
2016	Home Office	Furniture	Tables	815.29	-339.71
2016	Corporate	Office Supplies	Binders	12.67	4.75
2016	Corporate	Technology	Phones	91.96	-20.69
2016	Corporate	Technology	Accessories	254.97	91.79
2016	Corporate	Technology	Phones	31.98	-8.00
2016	Corporate	Furniture	Tables	"2,887.06"	180.44
